customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-05419,Male,1,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,75.8,504.08,No
CUST-05420,Male,0,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,512.21,Yes
CUST-05421,Male,0,Yes,No,48,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,43.65,2102.94,Yes
CUST-05422,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),71.03,4398.04,Yes
CUST-05423,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.18,3276.06,No
CUST-05424,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.98,1707.03,No
CUST-05425,Male,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,72.95,2732.32,No
CUST-05426,Female,1,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.91,3946.84,No
CUST-05427,Female,0,No,No,70,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.07,4476.47,No
CUST-05428,Female,0,No,No,25,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,48.88,1232.53,No
CUST-05429,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,59.12,1299.19,No
CUST-05430,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.46,1886.15,No
CUST-05431,Male,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.35,4702.0,No
CUST-05432,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.91,863.97,No
CUST-05433,Male,1,No,Yes,65,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.14,2975.72,No
CUST-05434,Male,0,No,Yes,45,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),40.82,1864.86,Yes
CUST-05435,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),76.16,1054.79,Yes
CUST-05436,Male,0,No,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,39.7,577.35,No
CUST-05437,Male,0,Yes,Yes,71,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,56.16,3972.71,No
CUST-05438,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),62.59,923.85,No
CUST-05439,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.58,2761.47,Yes
CUST-05440,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),77.43,749.23,No
CUST-05441,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.03,1085.73,No
CUST-05442,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,63.27,1111.52,No
CUST-05443,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),77.52,1670.19,Yes
CUST-05444,Male,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.18,1176.91,No
CUST-05445,Female,0,No,Yes,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),74.68,3077.85,Yes
CUST-05446,Female,0,No,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),70.69,3031.47,No
CUST-05447,Male,0,No,No,0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,53.05,0.0,No
CUST-05448,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.44,483.48,Yes
CUST-05449,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.81,1119.19,No
CUST-05450,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,301.32,Yes
CUST-05451,Female,0,Yes,No,47,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),32.44,1521.45,Yes
CUST-05452,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),73.7,3088.57,Yes
CUST-05453,Male,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.63,1532.2,No
CUST-05454,Male,0,Yes,No,65,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,49.95,3258.47,No
CUST-05455,Male,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.44,543.15,No
CUST-05456,Female,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,64.63,2467.61,No
CUST-05457,Female,0,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,56.01,458.14,No
CUST-05458,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,87.64,3515.96,No
CUST-05459,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.64,1171.25,No
CUST-05460,Male,0,No,No,13,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,50.41,628.28,No
CUST-05461,Female,0,No,Yes,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.99,4879.16,Yes
CUST-05462,Male,0,No,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,1100.87,No
CUST-05463,Female,0,Yes,No,27,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),49.85,1356.28,No
CUST-05464,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.81,263.12,Yes
CUST-05465,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.13,2489.28,Yes
CUST-05466,Female,0,No,No,3,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,48.99,133.75,No
CUST-05467,Female,0,Yes,No,69,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),39.62,2745.27,No
CUST-05468,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,60.09,3420.1,No
CUST-05469,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),77.04,238.32,No
CUST-05470,Male,0,No,No,49,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),61.45,3006.91,No
CUST-05471,Female,0,No,Yes,4,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,34.25,154.19,No
CUST-05472,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,779.65,No
CUST-05473,Female,0,Yes,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,582.48,No
CUST-05474,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,65.41,1712.55,Yes
CUST-05475,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),61.46,80.12,No
CUST-05476,Male,0,Yes,Yes,53,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),30.87,1620.85,No
CUST-05477,Female,0,No,No,71,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,42.31,3008.05,No
CUST-05478,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),86.49,4053.58,No
CUST-05479,Female,0,No,No,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.15,3586.96,Yes
CUST-05480,Male,0,Yes,No,0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,45.1,2.69,No
CUST-05481,Male,0,Yes,Yes,32,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),42.24,1347.96,Yes
CUST-05482,Male,1,No,No,34,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,66.25,2243.55,Yes
CUST-05483,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),85.5,4540.99,No
CUST-05484,Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),75.53,4129.92,Yes
CUST-05485,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,72.63,981.32,No
CUST-05486,Female,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),73.43,5020.58,No
CUST-05487,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,65.57,205.74,Yes
CUST-05488,Female,0,No,Yes,63,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,56.35,3577.04,No
CUST-05489,Male,1,Yes,No,21,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),59.68,1286.73,Yes
CUST-05490,Female,0,No,No,23,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,57.14,1320.94,No
CUST-05491,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.84,1017.48,No
CUST-05492,Male,1,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),55.93,317.62,No
CUST-05493,Male,0,No,No,26,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),51.41,1371.26,Yes
CUST-05494,Male,0,Yes,No,9,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,53.25,471.23,No
CUST-05495,Male,0,No,No,38,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),57.64,2181.86,No
CUST-05496,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.6,688.25,No
CUST-05497,Female,0,No,Yes,53,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,40.09,2115.99,No
CUST-05498,Female,0,No,No,50,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,64.58,3228.27,No
CUST-05499,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,72.52,4277.45,No
CUST-05500,Male,0,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.55,5093.57,No
CUST-05501,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.28,992.64,No
CUST-05502,Female,0,No,No,61,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,51.71,3156.81,Yes
CUST-05503,Male,1,Yes,No,48,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.06,2630.35,No
CUST-05504,Male,0,No,Yes,50,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),41.56,2066.35,No
CUST-05505,Male,0,Yes,No,27,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,43.61,1161.8,No
CUST-05506,Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,74.22,2619.96,No
CUST-05507,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),68.41,1633.54,Yes
CUST-05508,Female,0,No,Yes,35,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),72.6,2587.37,No
CUST-05509,Female,0,No,No,59,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,48.29,2820.06,No
CUST-05510,Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,71.32,406.45,Yes
CUST-05511,Female,0,No,No,64,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),54.44,3474.74,No
CUST-05512,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.82,1726.64,No
CUST-05513,Male,0,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,622.63,Yes
CUST-05514,Male,0,No,Yes,72,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,62.33,4523.46,No
CUST-05515,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),71.93,2083.48,No
CUST-05516,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.24,1233.56,No
CUST-05517,Female,0,Yes,No,28,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,46.33,1281.13,No
CUST-05518,Female,1,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),51.48,186.17,No
CUST-05519,Female,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.92,5763.13,No
CUST-05520,Male,0,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,51.87,3534.02,No
CUST-05521,Female,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.48,1352.29,No
CUST-05522,Male,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.73,1254.06,No
CUST-05523,Female,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.73,436.99,No
CUST-05524,Female,0,No,No,50,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.82,2058.84,No
CUST-05525,Male,0,No,No,36,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,60.81,2148.45,No
CUST-05526,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),66.19,499.96,No
CUST-05527,Female,1,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.12,703.71,No
CUST-05528,Female,1,No,Yes,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,73.09,3804.66,No
CUST-05529,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.54,230.0,No
CUST-05530,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.58,1005.03,No
CUST-05531,Female,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,76.4,3632.84,No
CUST-05532,Male,1,Yes,Yes,69,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.75,3703.07,No
CUST-05533,Female,0,Yes,No,34,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,58.88,2001.85,Yes
CUST-05534,Male,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.21,1230.93,No
CUST-05535,Female,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.42,243.94,Yes
CUST-05536,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),66.2,678.27,No
CUST-05537,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.25,0.0,No
CUST-05538,Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),75.75,1388.85,Yes
CUST-05539,Female,1,Yes,Yes,44,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,31.79,1413.49,No
CUST-05540,Male,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.81,851.95,No
CUST-05541,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,78.05,3578.87,Yes
CUST-05542,Female,0,No,Yes,48,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),31.39,1480.08,No
CUST-05543,Female,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.43,1171.5,No
CUST-05544,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),73.49,2334.0,No
CUST-05545,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),76.47,3083.05,No
CUST-05546,Female,1,No,No,68,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,56.73,3850.17,Yes
CUST-05547,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,72.01,1272.67,No
CUST-05548,Female,1,No,No,38,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,73.57,2772.45,No
CUST-05549,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),40.04,222.88,Yes
CUST-05550,Male,0,Yes,No,38,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,57.65,2221.05,Yes
CUST-05551,Male,0,Yes,No,33,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),62.76,2110.85,No
CUST-05552,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.39,3022.31,No
CUST-05553,Male,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.56,1955.35,No
CUST-05554,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,82.57,5511.53,Yes
CUST-05555,Female,0,No,Yes,62,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,41.45,2615.72,No
CUST-05556,Male,0,No,No,70,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,53.96,3742.26,No
CUST-05557,Female,1,Yes,No,47,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),48.08,2261.05,No
CUST-05558,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),67.57,135.69,Yes
CUST-05559,Male,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,603.08,No
CUST-05560,Male,0,No,No,8,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,45.13,349.76,No
CUST-05561,Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.69,4903.28,No
CUST-05562,Male,0,No,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,35.45,693.39,No
CUST-05563,Male,0,No,Yes,39,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),45.86,1776.13,No
CUST-05564,Female,0,Yes,No,11,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),51.33,563.76,Yes
CUST-05565,Male,1,Yes,Yes,27,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,75.63,2022.92,Yes
CUST-05566,Male,0,No,No,47,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),45.56,2157.45,No
CUST-05567,Female,0,Yes,No,6,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.82,312.95,No
CUST-05568,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,57.62,743.85,No
CUST-05569,Male,0,Yes,No,18,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,62.26,1122.15,No
CUST-05570,Female,0,Yes,No,53,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,52.3,2820.58,No
CUST-05571,Female,0,No,No,59,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),42.86,2506.49,No
CUST-05572,Female,1,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),66.52,4372.47,No
CUST-05573,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,63.11,2088.33,Yes
CUST-05574,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.27,2667.73,No
CUST-05575,Female,1,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),63.22,1866.89,No
CUST-05576,Male,0,Yes,No,38,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,55.4,2069.15,No
CUST-05577,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,65.31,3263.88,Yes
CUST-05578,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,66.17,3044.1,No
CUST-05579,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),73.32,1397.21,No
CUST-05580,Female,0,Yes,No,51,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,62.66,3181.84,No
CUST-05581,Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),68.37,4792.98,No
CUST-05582,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),71.57,4380.93,No
CUST-05583,Female,0,Yes,Yes,4,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),69.0,285.52,No
CUST-05584,Male,1,No,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.02,5390.46,No
CUST-05585,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,43.44,120.14,No
CUST-05586,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,173.89,Yes
CUST-05587,Male,0,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,42.47,769.84,No
CUST-05588,Male,0,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.22,514.01,No
CUST-05589,Female,0,No,No,28,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.86,1853.53,Yes
CUST-05590,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.53,887.12,Yes
CUST-05591,Male,0,Yes,Yes,36,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,47.43,1712.91,No
CUST-05592,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.62,4539.27,Yes
CUST-05593,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.0,805.01,No
CUST-05594,Female,0,No,Yes,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,53.79,1011.11,Yes
CUST-05595,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,63.86,4415.63,No
